Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Spanish (ES),Arabic (AR)
Ushiromiya Kyrie,"""After Father passes away, you should be able to work it out. Our investigations have told us at least that much. And even the deposit of 900 million yen, you should be able to manage in your current financial situation.""","""After Father passes away, you should be able to work it out. We've managed to investigate at least that far. You should be able to handle the deposit of 900 million yen in your current financial situation."" ","""9 billion?!  I don't have that kind of money!!!""""After Father passes away, you should be able to work it out.",「お父様がお亡くなりになった後なら捻出できるはずよ。私たちも、その程度には下調べは済んでる。手付金の９億円だって、蔵臼さんの財産状況なら何とかなるはず。,「お父様がお亡くなりになった後なら捻出できるはずよ。私たちも、その程度には下調べは済んでる。手付金の９億円だって、蔵臼さんの財産状況なら何とかなるはず」,"""После кончины отца у тебя должно получиться разобраться с этим. Уж столько, у нас разузнать получилось. У тебя должно получиться положить на счёт 900 миллионов йен при твоём нынешнем финансовом положении.""","""Depois que o pai falecer, você deve ser capaz de conseguir. Nós chegamos a investigar sobre isso. Com sua situação financeira atual, você deve ser capaz até mesmo de fazer o depósito de 900 milhões de iene.""",「既然爸已过世，这理应是筹措得到的。这种程度的事，我们早已事先调查好了。预付金的九亿日元，以藏臼哥的财产状况而言，是有办法的。」,「既然爸已過世，這理應是籌措得到的。這種程度的事，我們早已事先調查好了。預付金的九億日元，以藏臼哥的財產狀況而言，是有辦法的。」,"""Dopo che nostro Padre morirà, dovresti essere capace di averli. Abbiamo investigato almeno su questo. Dovresti essere capace di permetterti la caparra di 900 milioni nella tua attuale situazione finanziaria.","""Después de que padre muera, deberías ser capaz de resolverlo. Por lo menos tenemos investigado eso. Debes ser capaz de administrar el depósito de 900 millones de yenes en tu actual situación financiera.""","""ﻟﻦ ﺗﺠﺪ ﺻﻌﻮﺑﺔً ﻓﻲ ﺍﻟﺤﺼﻮﻝ ﻋﻠﻴﻬﺎ ﺑﻌﺪ ﻭﻓﺎﺓ ﻭﺍﻟﺪﻱ. ﻟﻘﺪ ﺃﺟﺮﻳﻨﺎ ﺑﻌﺾ ﺍﻟﺘﺤﻘﻴﻘﺎﺕ ﺍﻷﻭﻟﻴﺔ ﺇﻟﻰ ﺣﺪٍّ ﻣﺎ. ﻭﺑﺤﺴﺐ ﻭﺿﻌﻚ ﺍﻟﻤﺎﻟﻲ، ﻋﻠﻤﻨﺎ ﺃﻥّ ﺑﺎﺳﺘﻄﺎﻋﺘﻚ ﺇﻳﺪﺍﻉ ﺩﻓﻌﺔ ﺃﻭﻟﻴﺔ ﺗﺒﻠﻎ ﻗﻴﻤﺘﻬﺎ 009 ﻣﻠﻴﻮﻥ ﻳﻦ."""
Ushiromiya Kyrie,"""And it should even be possible for you to {i:borrow it from Father}, right? ...There's no need for this obvious charade.""","""And it should even be possible for you to {i:borrow it from Father}, right? ...There's no need for obvious charades anymore."" ","  We have at least investigated that far.  You should be able to manage the deposit of 900 million yen in your current financial situation.",それこそ、{i:お父様に借りることだって}可能でしょう？　…白々しい演技は不要よ。」,「それこそ、{i:お父様に借りることだって}可能でしょう？　…白々しい演技は不要よ」,"""И у тебя также должна иметься возможность {i:позаимствовать у отца}, не так ли? ...Нет необходимости в этом явном фарсе.""","""E deve até ser possível para você pegar {i:emprestado com o pai}, certo? ...Não há necessidade de fazer essas charadas óbvias.""",「这正是，可以去{i:向爸借点}的吧？…也别假惺惺地演戏了。」,「這正是，可以去{i:向爸借點}的吧？…也別假惺惺地演戲了。」,"E potresti persino essere capace di chiederli in prestito a nostro Padre, giusto? ... Non c'è bisogno di nessun giro di parole.""","""E incluso debería ser posible para ti {i:tomarlo prestado de padre}, ¿cierto?... No hay necesidad de una farsa obvia.""","""ﻭﻳﻤﻜﻨﻚ ﻋﻠﻰ ﺍﻷﻏﻠﺐ ﺃﻥ {i:ﺗﻘﺘﺮﺿﻬﺎ ﻣﻦ ﺃﺑﻲ}، ﺻﺤﻴﺢ؟ ...ﻻ ﺣﺎﺟﺔ ﻟﻬﺬﻩ ﺍﻟﺘﻤﺜﻴﻠﻴﺔ ﺍﻟﺴﺨﻴﻔﺔ ﺑﻌﺪ ﺍﻵﻥ."""
Ushiromiya Krauss,"""............H‐how unpleasant. Truly unpleasant...!!""","""......H-How unpleasant. Truly unpleasant...!!"" ","And it should even be possible for you to borrow it from Father",「…………ふ、不愉快だ。実に不愉快な話だ…！！」,[=JP],"""............К‐какая мерзость. Сущая мерзость!""","""............Q‐Que desagradável. Realmente desagradável...!!""",「…………不、不愉快。这些话实在是令人不愉快…！！」,「…………不、不愉快。這些話實在是令人不愉快…！！」,"""... C-Che cosa sgradevole. Davvero sgradevole...!!""","""... Q-Qué desagradable. ¡¡Realmente desagradable!!...""","""............ﻣﺎ ﺃﻗﺒﺢ ﻫﺬﺍ ﺍﻟﺤﺪﻳﺚ. ﻣﺎ ﺃﻗﺒﺤﻪ ﺣﻘًﺎ...!!"""
Ushiromiya Natsuhi,"""I‐it is at that!! And it was disrespectful enough just with the discussion of Father's inheritance! Father is already dead? My husband is hiding that and keeping all the money to himself?!""","""I-It is at that!! Even just the discussion of Father's inheritance was far too disrespectful! Father is already dead? My husband is hiding that and keeping all the money for himself?! ",", right?  ...There's no need for an obvious charade.""""............H, how unpleasant.  Truly unpleasant...!!""",「ま、まったくです！！　お父様の遺産の話だけでも充分、不敬だというのに！　お父様はもう死んでいる？　主人がそれを隠していて財産を独占している？！,「ま、まったくです！！　お父様の遺産の話だけでも充分、不敬だというのに！　お父様はもう死んでいる？　主人がそれを隠していて財産を独占している？！」,"""В‐вот именно! Даже просто обсуждение наследства отца было проявлением крайнего неуважения! Отец уже мёртв? Мой муж скрывает это и прикарманивает себе все деньги?!""","""F‐Francamente!! Só de colocarem o pai nessa discussão da herança já é desrespeitoso demais! O pai já está morto? Meu marido está escondendo isso e mantendo todo dinheiro para si?!""",「没、没错！！光是谈爸的遗产就有够不敬的了！爸已经死了？我家主人在隐瞒这件事，独占财产？！」,「沒、沒錯！！光是談爸的遺產就有夠不敬的了！爸已經死了？我家主人在隱瞞這件事，獨佔財產？！」,"""È-È così!! E persino solo la discussione sull'eredità di nostro Padre è sin troppo irrispettosa! Nostro Padre è già morto? Mio marito lo sta nascondendo e sta tenendo tutto il denaro per sé?!","""¡¡¿E-En serio?!! ¡E incluso la discusión de la herencia de padre ha sido demasiado irrespetuosa! ¿Padre ya está muerto? ¡¿Mi marido se esconde y mantiene todo el dinero para sí mismo?!""","""ﻣـ-ﻣﻌﻚ ﺣﻖ!! ﻟﻘﺪ ﺑﻠﻐﺖ ﺇﺳﺎﺀﺗﻬﻢ ﻟﺤﺪّ ﺍﻟﻨﻘﺎﺵ ﻋﻦ ﺗﻘﺴﻴﻢ ﻣﻴﺮﺍﺙ ﻭﺍﻟﺪﻱ! ﺃﺗﻘﻮﻟﻮﻥ ﺃﻧّﻪ ﻣﻴﺖٌ ﺳﻠﻔًﺎ؟ ﻭﻓﻮﻕ ﻫﺬﺍ ﺗﺪَّﻋُﻮﻥَ ﻛﺬﺑًﺎ ﺑﺄﻥ ﺯﻭﺟﻲ ﻳﺨﻔﻲ ﺫﻟﻚ ﻣﻦ ﺃﺟﻞ ﺇﺣﺘﻜﺎﺭ ﻛﻞ ﺍﻟﻤﺎﻝ ﻟﻨﻔﺴﻪ؟!"""
Ushiromiya Natsuhi,"""I have had enough of this!! None of you are qualified to bear the name Ushiromiya any longer!!""","I have had enough of this!! None of you are qualified to bear the name Ushiromiya any longer!!"" ","""I, it is at that!!  And even just the discussion of Father's inheritance was far too disrespectful!",　もううんざりです！！　あなたたち全員に、もはや右代宮を名乗る資格などありませんッ！！」,「もううんざりです！！　あなたたち全員に、もはや右代宮を名乗る資格などありませんッ！！」,"""Хватит с меня всего этого! Никто из вас больше не имеет права носить фамилию семьи Уширомия!!!""","""Eu já tive o bastante disso!! Nenhum de vocês é qualificado para continuar a carregar o nome Ushiromiya!!""",「我受够了！！你们这些人，已经全都没有自称右代宫的资格了！！」,「我受夠了！！你們這些人，已經全都沒有自稱右代宮的資格了！！」,"Ne ho abbastanza di questo!! Nessuno di voi ha più le qualifiche per portare il nome Ushiromiya!!""","""¡¡Ya he tenido suficiente!! ¡¡Ninguno de ustedes está capacitado para llevar el apellido Ushiromiya por más tiempo!!""","""ﺗﺤﻤﻠﺖ ﺇﻫﺎﻧﺘﻜﻢ ﻫﺬﻩ ﺑﻤّﺎ ﻳﻜﻔﻲ!! ﻟﻢ ﺗﻌﻮﺩﻭﺍ ﺃﻫﻼً ﻟﺤﻤﻞ ﺍﺳﻢ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﺑﻌﺪ ﺍﻵﻥ!!!"""
Ushiromiya Hideyoshi,"""Calm down, Natsuhi‐san...! And the rest of you, that's enough talk for now! Why don't we just leave it at that for the time bein', huh...?! This is a big ol' topic, and sudden, too. We might be gettin' a little worked up ourselves!""","""Calm down, Natsuhi-san...! We've all said all we need to! Why don't we leave it at that for now...?! This is happinin' all of a sudden and on a massive scale. We might even be gettin' agitated ourselves!"" ","  Father is already dead?  My husband is hiding that and keeping all the money to himself?!  I have had enough of this!!  None of you are qualified to bear the name Ushiromiya any longer!!""""Calm down, Natsuhi-san...!",「落ち着いてや、夏妃さん…！　みんなももう話はこれまでや！どうや、この場の話は一旦、ここまでにせんか…？！　規模がデカイ上に唐突な話や。わしらも興奮してるところがあるかもしれん！,「落ち着いてや、夏妃さん…！　みんなももう話はこれまでや！　どうや、この場の話は一旦、ここまでにせんか…？！　規模がデカイ上に唐突な話や。わしらも興奮してるところがあるかもしれん！」,"""Успокойся, Нацухи‐сан!.. Это всё, что каждый из нас хотел сказать! Почему бы нам не сделать перерыв?! Это внезапная тема слишком крупномасштабна. Мы все начинаем терять самообладание!""","""Se acalme, Natsuhi‐san...! E o resto de vocês, já se falou o bastante disso por ora! Por que nós não deixamos essa discussão aqui por agora...?! Isso começou de repente e escalou muito rápido. Nós também acabamos nos agitando demais!""",「冷静一下呐，夏妃姐…！大家也到此为止吧！如何，这事儿就暂且到此为此吧…？！不仅规模庞大，还很突然。俺们或许也是有点太兴奋了呐！」,「冷靜一下吶，夏妃姐…！大家也到此為止吧！如何，這事兒就暫且到此為此吧…？！不僅規模龐大，還很突然。俺們或許也是有點太興奮了吶！」,"""Calmati, Natsuhi-san...! Questo è ciò che tutti avevano da dire! Perché non lasciamo perdere per ora...?! Questo è un argomento improvviso di enorme importanza. Potremmo esserci agitati!","""¡Calma, Natsuhi-san!... ¡Esto es to' lo que tienen que decir! ¡¿Por qué no dejar las cosas así por ahora?!... Este es un tema repentino de una escala enorme. ¡Nos 'tamos agitando mucho!""","""ﺍﻫﺪﺋﻲ ﻳﺎ ﻧﺎﺗﺴﻮﻫﻲ-ﺳﺎﻥ...! ﺟﻤﻴﻌﻜﻢ ﺃﻳﻀًﺎ، ﺍﻭﻗﻔﻮﺍ ﻫﺬﺍ ﺍﻟﻨﻘﺎﺵ ﻟﻠﻮﻗﺖ ﺍﻟﺮﺍﻫﻦ! ﻟﻤﺎﺫﺍ ﻻ ﻧﺘﻮﻗﻒ ﻋﻨﺪ ﻫﺬﺍ ﺍﻟﺤﺪ...?! ﻣﺎ ﻳُﻄﺮﺡ ﺍﻵﻥ ﺃﻣﺮٌ ﺿﺨﻢ ﻭﻣﻔﺎﺟﺊ ﻟﻠﻐﺎﻳﺔ، ﻭﻗﺪ ﺑﻠﻎ ﻣﻨّﺎ ﺍﻟﻬﻴﺠﺎﻥ ﻣﺒﻠﻐﻪ!"""
Ushiromiya Hideyoshi,"""Why don't we take a break for a while and cool our heads? Krauss nii‐san probably needs a little time himself. Right, Krauss‐san?""","""Why don't we take a break for a while and cool our heads? Krauss nii-san probably needs a little time himself. Right, Krauss nii-san?"" ","  This is all everyone has to say!  Why don't we leave it at that for now...?!  This is a sudden topic of a massive scale.",ここは一旦、休憩を挟んで頭を冷やさんか？　蔵臼兄さんにも、ちょいと時間が必要やろ。な、蔵臼さん？」,「ここは一旦、休憩を挟んで頭を冷やさんか？　蔵臼兄さんにも、ちょいと時間が必要やろ。な、蔵臼さん？」,"""В самом деле, давайте на некоторое время прервёмся и охладим наш пыл? Крауссу нии‐сану, наверное, нужно дать некоторое время. Верно, Краусс нии‐сан?""","""Por que não damos um tempo para esfriarmos a cabeça? O Krauss nii‐san provavelmente precisa de um tempo também. Não é, Krauss‐san?""",「先暂且休息会儿，让头脑冷静一下如何呐？藏臼兄也是需要一点点时间的吧。是吧，藏臼兄？」,「先暫且休息會兒，讓頭腦冷靜一下如何吶？藏臼兄也是需要一點點時間的吧。是吧，藏臼兄？」,"Perché non facciamo una pausa per un po' e ci rinfreschiamo le idee? Krauss Nii-san probabilmente ha bisogno di un po' di tempo. Giusto, Krauss Nii-san?""","""¿Por qué no tomar un descanso por un tiempo y calmarnos? Krauss nii-san probablemente necesite algo de tiempo para sí mismo. ¿Cierto, Krauss nii-san?""","""ﻓﻠﻤﺎ ﻻ ﻧﺄﺧﺬ ﺍﺳﺘﺮﺍﺣﺔ ﻗﺼﻴﺮﺓ ﻧﺮﻳﺢ ﻓﻴﻬﺎ ﻋﻘﻮﻟﻨﺎ؟ ﺭﺑﻤﺎ ﻳﺤﺘﺎﺝ ﺃﺧﻲ ﻛﺮﺍﻭﺱ ﺇﻟﻰ ﺑﻌﺾ ﺍﻟﻮﻗﺖ ﺑﻤﻔﺮﺩﻩ. ﺃﻻ ﺗﻮﺍﻓﻘﻨﻲ ﻳﺎ ﻛﺮﺍﻭﺱ-ﺳﺎﻥ?"""
Ushiromiya Krauss,"""......Time...? And why would I need something like that?""",""".........Time...? And why would I need something like that?"" ","  We might be gettin' agitated ourselves!Why don't we take a break for a while and cool our heads?",「………………時間…？　そんなものが、なぜ私に必要なのかね。」,「………時間…？　そんなものが、なぜ私に必要なのかね」,"""...............Время?.. Это ещё зачем?""","""......Tempo...? E por que eu precisaria de algo assim?""",「………………时间…？我为什么需要这种玩意儿？」,「………………時間…？我為什麼需要這種玩意兒？」,"""... Tempo...? E perché avrei bisogno di una cosa del genere?""","""... ¿Tiempo?... ¿Y por qué necesitaría algo así?""","""......ﻭﻗﺖ...? ﻭﻟﻤﺎ ﻋﺴﺎﻱ ﺃﺣﺘﺎﺝ ﻟﺒﻌﺾ ﺍﻟﻮﻗﺖ ﺑﻤﻔﺮﺩﻱ?"""
Ushiromiya Hideyoshi,"""OK, OK, OK! Look, deep down, none of us are actually thinkin' anythin' serious like that! It just seemed like you weren't goin' to let us see Father no matter what, so we felt like makin' a few bitter comments, that's all...!""","""Don't worry, don't worry! We aren't thinkin' of anythin' shady! We're just so eager to see Father that we've started grumblin' a bit...! ","  Krauss nii-san probably needs a little time himself.  Right, Krauss nii-san?""""...............Time...?",「まままま！　わしらかて、本音じゃ物騒なことなんぞ考えとらん！　どうしてもお父さんに会わせてもらえんから、ちょいと嫌味が言いたくなっただけなんや…！,「まままままま！　わしらかて、本音じゃ物騒なことなんぞ考えとらん！　どうしてもお父さんに会わせてもらえんから、ちょいと嫌味が言いたくなっただけなんや…！」,"""Ладно, ладно! Мы не замышляем ничего сомнительного! Мы просто хотим во что бы то ни стало встретиться с отцом, отсюда наше желание немного попререкаться!""","""Vamos, vamos... Nós não estamos pensando em nada sério ou perigoso assim! Só pareceu que você não ia nos deixar ver o pai em hipótese alguma, então acabamos fazendo alguns comentários um pouco sarcásticos, só isso...!""",「别别别！说真心话，俺们并么有在想这些可怕的事儿呐！只是因为无论如何都不让见爸，而有点想说说气话罢了呐…！」,「別別別！說真心話，俺們並麽有在想這些可怕的事兒吶！只是因為無論如何都不讓見爸，而有點想說說氣話罷了吶…！」,"""Beh, beh! Non stiamo pensando niente di losco! Noi vogliamo solo incontrare nostro Padre non importa come, quindi magari abbiamo parlato un po' sgradevolmente...!","""¡Bueno, bueno, bueno! ¡Mira, en el fondo, nadie piensa en na' tan sospechoso! ¡Solo parecía que no nos ibas a deja' ver a padre sin importar qué, así que nos pusimo' a decir algunas cosas amargas, nada má'!...""","""ﻟﺤﻈﺔ ﻟﺤﻈﺔ ﻟﺤﻈﺔ! ﺍﺳﻤﻌﻨﻲ ﻭﺭﻛﺰ ﻣﻌﻲ، ﻧﺤﻦ ﻓﻲ ﻗﺮﺍﺭﺓ ﻧﻔﺴﻨﺎ ﻻ ﻧﻔﻜﺮ ﺑﺸﻲﺀٍ ﺧﻄﻴﺮٍ ﻛﻬﺬﺍ! ﻛﻞ ﻣﺎ ﻓﻲ ﺍﻷﻣﺮ ﺃﻧﻨﺎ ﻓﻲ ﺷﻮﻕٍ ﻣﺤﻤﻮﻡ ﻟﺮﺅﻳﺔ ﻭﺍﻟﺪﻧﺎ، ﻟﺬﺍ ﻗﻠﻨﺎ ﺑﻌﺾ ﺍﻟﻜﻼﻡ ﺍﻟﻼﺫﻉ ﻭﺣﺴﺐ...!"""
Ushiromiya Hideyoshi,"""And Krauss‐san, the things we said made you angry and you argued back on instinct, I know reeeeal well what that's like...! That's not how you really feel either, you're actually thinkin' fine, I'll let you see him if you're goin' to be that pig‐headed about it!""","And Krauss nii-san, I know reeeal well how you're dyin' to get back at us for the things we've said...!"" ""If you're willin' to go so far, then you just need to let us meet with him! ","  And why would I need something like that?""""Well, well!",　それに蔵臼さんが、売り言葉に買い言葉で頭に血が上ってしまったのも、よーぅわかっとる…！蔵臼兄さんかて、本当はそこまで言うんなら、会わせてやってもいいと思っとるんや！,「それに蔵臼さんが、売り言葉に買い言葉で頭に血が上ってしまったのも、よーぅわかっとる…！　蔵臼兄さんかて、本当はそこまで言うんなら、会わせてやってもいいと思っとるんや！」,"""И, Краусс нии‐сан, я понимаю, как тебе хочешься дать достойный ответ на всё, что мы тебе тут наговорили!..Если ты не прочь зайти так далеко, то тебе просто нужно дать нам увидеть отца!""","""E Krauss‐san, as coisas que dissemos deixaram você bravo, e, instintivamente, você argumentou de volta. Eu sei muuuuito bem o que é isso...! Embora não seja como realmente se sente, na verdade, você está pensando que está tudo bem, e que nos deixará vê‐lo se formos muito insistente nisso!""",「俺很理解，藏臼兄对此来一句还一句地说着说着，就热血上头了呐…！藏臼兄其实也是觉得，既然说到这份上了，那就让你们去见了算了呐！」,「俺很理解，藏臼兄對此來一句還一句地說著說著，就熱血上頭了吶…！藏臼兄其實也是覺得，既然說到這份上了，那就讓你們去見了算了吶！」,"E Krauss Nii-san, so mol-to bene che tu stai morendo dalla voglia di rispondere alle cose che ti abbiamo detto...! Se hai intenzione di andare oltre, allora devi solamente farci incontrare con lui!","""Y Krauss-san, las cosas que hemo' dicho te han enoja'o y respondiste en instinto, ¡sé muuuuuuuuuy bien cómo e' eso!... Tampoco es como realmente te sientes, lo que en realidad piensas es ‘¡'tá bien, les dejaré verlo si van a montar tanto escándalo por ello!’""","""ﻛﻤّﺎ ﺃﻧﻲ ﻳﺎ ﺃﺧﻲ ﻛﺮﺍﻭﺱ ﺃﻋﺮﻑ ﺗﻤــــــﺎﻡ ﺍﻟﻤﻌﺮﻓﺔ ﻛﻴﻒ ﺃﻧّﻚ ﻣُﻬﺘﺎﺝٌ ﻟﻠﺮﺩّ ﻋﻠﻰ ﻛﻞ ﻣﺎ ﻗﻠﻨﺎﻩ ﻟﻚ ﻟﻠﺘﻮ...! ﻭﺣﺘﻰ ﺃﻧﺖ ﻳﺎ ﺃﺧﻲ ﻻ ﺗﻤﺎﻧﻊ ﻓﻲ ﻗﺮﺍﺭﺓ ﻧﻔﺴﻚ ﺃﻥ ﻧﻠﺘﻘﻲ ﻭﺍﻟﺪﻱ!"""
