Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Spanish (ES),Arabic (AR)
Ushiromiya Maria,"""Uu. Mama is busy with work again, so she's staying at the company. She's very busy lately. ......She hasn't even been able to get much time to talk to me on the phone.""","""Uu-. Mama's busy with work again, so she's spending the night at the company. It's been very busy lately. ...She hasn't even been able to get much time to talk to me on the telephone. ","""Uu-.  Mama is busy with work again, so she's staying at the company.  It's been very busy lately.  ......She hasn't even been able to get much time to talk to Maria on the telephone.  ",「うー。ママはまたお仕事が忙しくて、会社にお泊りなの。最近はよく忙しくなるの。……真里亞と電話でお話しする時間も全然取れない。,「うー。ママはまたお仕事が忙しくて、会社にお泊りなの。最近はよく忙しくなるの。……真里亞と電話でお話しする時間も全然取れない」,"""У‐у. Мама опять занята на работе, поэтому задержится в компании. Она последнее время очень загружена. У неё даже не было времени поговорить с Марией по телефону.""","""Uu. A mamãe está ocupada com o trabalho de novo, por isso vai passar a noite na empresa. Ela está bem ocupada ultimamente. ......Sequer tem tempo para falar muito comigo pelo telefone.""",「呜——。妈妈又因为工作忙，要在公司过夜。妈妈最近经常很忙。……连与真里亚打电话的时间都完全抽不出来。」,「嗚——。媽媽又因為工作忙，要在公司過夜。媽媽最近經常很忙。……連與真里亞打電話的時間都完全抽不出來。」,"""Uu-. Mamma è occupata ancora con il suo lavoro, quindi starà alla compagnia. Ultimamente è stata molto occupata. ... Non riesce nemmeno a prendersi abbastanza tempo per parlare al telefono con Maria.","""Uu. Mamá está ocupada con su trabajo, así que tiene que quedarse en la compañía. Están muy ocupados últimamente... Ni siquiera tiene mucho tiempo para hablar con María por teléfono.""","""ﺃﻭﻭ. ﻣﺎﻣﺎ ﻣﺸﻐﻮﻟﺔ ﺑﺎﻟﻌﻤﻞ ﻣﺠﺪﺩًﺍ، ﻟﻬﺬﺍ ﺳﺘﻘﻀﻲ ﺍﻟﻠﻴﻠﺔ ﻓﻲ ﺷﺮﻛﺘﻬﺎ. ﻟﻘﺪ ﺃﺻﺒﺤﺖ ﻣﺸﻐﻮﻟﺔ ﻟﻠﻐﺎﻳﺔ ﻣﺆﺧﺮًﺍ. ......ﻻ ﻳﺴﻌﻬﺎ ﺍﻟﻮﻗﺖ ﺣﺘﻰ ﻟﻠﺘﻮﺍﺻﻞ ﻣﻌﻲ ﻋﻠﻰ ﺍﻟﻬﺎﺗﻒ ﻛﺜﻴﺮًﺍ."""
Ushiromiya Maria,"""But I'm not lonely! I have Sakutaro and all the rest! Right?""","But I'm not lonely! I've got Sakutaro and the rest! Right?"" ","But Maria isn't lonely!  Maria has Sakutaro and the rest!  Ri-ght?""",でも寂しくないよ！　真里亞にはさくたろたちがいるもん！　ねー！」,「でも寂しくないよ！　真里亞にはさくたろたちがいるもん！　ねー！」,"""Но Марии не одиноко! У Марии есть Сакутаро и остальные! Верно?""","""Mas não estou sozinha! Tenho o Sakutaro e todos os outros! Certo?""",「不过，不寂寞哟！真里亚有樱太郎等朋友哟！是吧——！」,「不過，不寂寞喲！真里亞有櫻太郎等朋友喲！是吧——！」,"Ma Maria non è triste! Maria ha Sakutarou e gli altri! Vero?""","""¡Pero María no está sola! ¡María tiene a Sakutaro y a los demás! ¿Verdad?""","""ﻟﻜﻦ ﻣﺎﺭﻳﺎ ﻻ ﺗﺸﻌﺮ ﺑﺎﻟﻮﺣﺪﺓ! ﻓﺒﺼﺤﺒﺘﻲ ﺳﺎﻛﻮﺗﺎﺭﻭ ﻭﺃﺻﺪﻗﺎﺀ ﺁﺧﺮﻭﻥ! ﺻﺤﻴﺢ?"""
Sakutarou,‘Uryuu!!’,‘Uryu-!!’ ,『Uryu-!!』,『うりゅー！！』,[=JP],{p:0:『}Урю!{p:0:』},[=UP],『呜溜——！！』,『嗚溜——！！』,{p:0:『}Uryu!!{p:0:』},‘¡¡Uryuu!!’,‘ﺃﻭﺭﻳﻮﻭ!!’
Ushiromiya Maria,"""All of the rabbits in the band are with me too. Look. Kyuu‐kyuu{p:0:♪}""","""I've even got all the rabbits from the band. Look. Kyu-kyu-{p:0:♪}"" ","""All of the rabbits in the band are together.  Look.  Kyu-kyu-♪""",「うさぎの音楽隊のみんなも一緒だもん。ほら。きゅーきゅー♪」,[=JP],"""И кролики из ансамбля. Смотрите. Кью‐кью{p:0:♪}""","""Todas as coelhinhas da banda estão comigo. Veja. Kyuu‐kyuu{p:0:♪}""",「兔子乐团的大家也陪着我哦。喏。Q——Q——♪」,「兔子樂團的大家也陪著我哦。喏。Q——Q——♪」,""" Tutti i conigli nella banda sono insieme. Guarda. Kyu-kyu-{p:0:♪}""","""Todas las conejas de la banda están juntas. Mira. Kyuu‐kyuu{p:0:♪}.""","""ﺣﺘﻰ ﺃﻧﻨﻲ ﺟﻠﺒﺖ ﻛﻞ ﻓﺮﻗﺔ ﺍﻷﺭﺍﻧﺐ ﺍﻟﻤﻮﺳﻴﻘﻴﺔ. ﺍﻧﻈﺮ. ﻛﻴﻮ~ﻛﻴﻮ~{p:0:♪}"""
,"""Is kyuu‐kyuu the sound a rabbit makes? Come to think of it, I've never heard one.""","""Is kyu-kyu- the sound a rabbit makes? My, I've never heard that."" ","""Is kyu-kyu- the sound a rabbit makes?  My, I've never heard that.""",「うさぎの鳴き声って、きゅーきゅーだったっけ？　はて、そういや聞いたことないなあ。」,「うさぎの鳴き声って、きゅーきゅーだったっけ？　はて、そういや聞いたことないなあ」,"""А 'кью‐кью', такой звук кролики издают? Ну надо же, никогда не слышал.""","""Kyuu‐kyuu é o som que os coelhos fazem? Pensando bem, acho que eu nunca ouvi um.""",「兔子的叫声，是“Q——Q——”来着？啊呀，说来倒是从没听到过呐。」,「兔子的叫聲，是“Q——Q——”來著？啊呀，說來倒是從沒聽到過吶。」,"""Kyu-kyu- è il suono che fanno i conigli? Mamma mia, non l'avevo mai sentito.""","""¿Es kyu-kyu- el sonido que hace el conejo? Vaya, nunca lo había escuchado.""","""ﻫﻞ 'ﻛﻴﻮ-ﻛﻴﻮ-' ﻫﻮ ﺻﻮﺕ ﺍﻷﺭﻧﺐ؟ ﻋﺠﺒًﺎ، ﻟﻢ ﺃﺳﻤﻌﻪ ﻣﻦ ﻗﺒﻞ."""
,"After smiling at Sakutaro, who was poking his head out of her knapsack, she played around with the rabbit band on the register, making them frolic around.","After smiling at Sakutaro, who was poking his head out of her knapsack, she played around with the rabbit band on the register, making them frolic around. ",[=UP],真里亞は、ナップザックから顔をのぞかせるさくたろに微笑みかけながら、レジの上のうさぎの音楽隊を、戯れあうようにいじって遊ぶのだった。,[=JP],"Улыбнувшись Сакутаро, чья голова выглядывала из рюкзака, Мария играла кроличим ансамблем на прилавке с кассой, заставляя из резвиться.","Depois de sorrir para Sakutaro, que estava com a cabeça para fora de sua sacochila, ela brincou com as coelhinhas da banda na mesa do caixa, fazendo uma grande festa com eles.",真里亚边向从小背包中探出头的樱太郎露出微笑，边摆弄着收银台上的兔子乐团，就像她们在互相嬉戏一样。,真里亞邊向從小背包中探出頭的櫻太郎露出微笑，邊擺弄著收銀台上的兔子樂團，就像她們在互相嬉戲一樣。,"Dopo aver sorriso a Sakutarou, che stava sporgendo la testa fuori dal suo zaino, giocò con la banda di conigli sulla cassa, facendoli scorrazzare in giro.","Tras sonreír a Sakutaro, cuya cabeza asomaba por la mochila, jugó con la banda de conejas en la caja registradora, haciéndolas retozar.",ﺑﻌﺪ ﺃﻥ ﺍﺑﺘﺴﻤﺖ ﻟﺴﺎﻛﻮﺗﺎﺭﻭ، ﺍﻟﺬﻱ ﻛﺎﻥ ﻳﻄﻞ ﺑﺮﺃﺳﻪ ﻣﻦ ﺣﻘﻴﺒﺘﻬﺎ، ﺗﻼﻋﺒﺖ ﻣﺎﺭﻳﺎ ﺑﻔﺮﻗﺔ ﺍﻷﺭﺍﻧﺐ ﻋﻠﻰ ﻃﺎﻭﻟﺔ ﺍﻟﻤﺤﺎﺳﺒﺔ ﺇﺫ ﺟﻌﻠﺘﻬﻢ ﻳﻤﺮﺣﻮﻥ ﻭﻳﻠﻬﻮﻥ.
,"Even as he gazed at this heartwarming sight, the shop manager had a slightly pitying look on his face.","Although the shop manager gazed at this pleasantly, he had slightly pitying look on his face. ","Although the shop manager gazed at this pleasantly, he had slightly pitying look on his face.",店長はその様子を微笑ましく眺めながらも、少しだけ気の毒そうな表情を浮かべる。,[=JP],"И хотя заведующий магазином глядел на это с приятным лицом, в глаза его закралась жалость.","Mesmo olhando para aquela calorosa cena, o dono da loja estava com uma leve e penosa expressão em sua face.",店长虽然满面微笑地望着这副情景，但他的神情中稍微流露出了一丝怜悯。,店長雖然滿面微笑地望著這副情景，但他的神情中稍微流露出了一絲憐憫。,"Nonostante il padrone del negozio guardasse questa scena amabilmente, aveva sul suo viso un'espressione leggermente commiserevole.","Aunque el jefe de la tienda lo observaba con placer, había cierta pena en sus ojos.",ﺑﺎﻟﺮﻏﻢ ﻣﻦ ﻫﺬﺍ ﺍﻟﻤﺸﻬﺪ ﺍﻟﺪﺍﻓﺊ، ﺇﻻ ﺃﻥ ﻣﺎﻟﻚ ﺍﻟﻤﺘﺠﺮ ﻛﺎﻥ ﻳﺸﻔﻖ ﻋﻠﻴﻬﺎ.
,"......This was apparently a family without a father, and where the mother had to work hard and couldn't come home very often.","...This was apparently a single mother household, where the mother had to work hard and couldn't come home very often. ",[=UP],……どうも母子家庭らしく、母親が激務でなかなか家に帰れないらしい。,[=JP],"Это, судя по всему, была семья без отца, где матери приходилось много работать, и она не могла почаще приходить домой.","......Essa aparentemente é uma família sem pai, onde a mãe precisa trabalhar muito e nem sempre pode voltar para casa.",……看来多半是母女家庭，母亲工作繁忙，没多少时间回家。,……看來多半是母女家庭，母親工作繁忙，沒多少時間回家。,"... Questa apparentemente era una famiglia senza un Padre, e in cui la Madre doveva lavorare molto e non poteva tornare spesso a casa.","... Parecía ser una familia sin padre, en la que la madre tenía que trabajar mucho y no estaba demasiado tiempo en casa.",......ﻣﻤﺎ ﻫﻮ ﻭﺍﺿﺢٌ ﺃﻥّ ﻭﺍﻟﺪﺗﻬﺎ ﺍﻣﺮﺃﺓ ﻋﺰﺑﺎﺀ ﻣﻘﺪﺭٌ ﻋﻠﻴﻬﺎ ﺍﻟﻌﻤﻞ ﺑﺠﺪ ﻭﺍﻟﻐﻴﺎﺏ ﻋﻦ ﺍﻟﻤﻨﺰﻝ ﻛﺜﻴﺮًﺍ.
,"On top of that, it looked like this girl didn't even have any friends.","On top of that, it looked like this girl didn't even have any friends. ",[=UP],その上、友達もいる様子がない。,[=JP],"Вдобавок, судя по всему, у этой девочки совсем не было друзей.","E acima disso, parece que essa garota não tem uma única amiga.",而且，也没有朋友的样子。,而且，也沒有朋友的樣子。,"E soprattutto, sembrava che questa bambina non avesse neanche alcun amico.","Y además, esa niña no parecía tener ningún amigo.",ﻭﺍﻷﺷﺪ ﻣﺮﺍﺭﺓً ﻣﻦ ﺫﻟﻚ، ﻫﻮ ﺃﻥ ﻫﺬﻩ ﺍﻟﻄﻔﻠﺔ ﻭﺣﻴﺪﺓ ﺩﻭﻥ ﺣﺘﻰ ﺃﺻﺪﻗﺎﺀ.
,"As he watched this girl play around happily with her dolls and claim that she wasn't lonely despite everything, he couldn't help but feel a kind of compassion.","As he watched her play around happily with her dolls and claim that she wasn't lonely despite everything, he couldn't help but feel a kind of compassion. ",[=UP],なのに、こうしてぬいぐるみたちと楽しく遊んで、寂しくないと言い張る少女に、ささやかな同情を感じずにはいられなかった。,[=JP],"Наблюдая за девочкой, счастливо играющей в куклы и заявляющей, что ей не одиноко, не смотря ни на что, он не мог не ощущать некоторое сострадание.","Observando a garota brincar alegremente com seus bonecos e afirmar que não se sentia solitária, ele não pôde evitar não sentir compaixão por ela.",面对这位明明如此，却还是像这样开心地与娃娃们玩着，硬说自己不寂寞的少女，无法不感受到一丝丝的同情。,面對這位明明如此，卻還是像這樣開心地與娃娃們玩著，硬說自己不寂寞的少女，無法不感受到一絲絲的同情。,"Mentre guardava la bambina giocare felice con le sue bambole e dire che non era triste nonostante tutto, non poteva trattenersi dal provare pietà.","Al observarla jugar felizmente con sus muñecos y asegurar que no estaba sola a pesar de todo, no podía evitar un cierto sentimiento de compasión.",ﻓﺒﻴﻨﻤﺎ ﻛﺎﻥ ﻳﺸﺎﻫﺪﻫﺎ ﻭﻫﻲ ﺗﻠﻌﺐ ﺑﺴﻌﺎﺩﺓ ﻣﻊ ﺍﻟﺪﻣﻰ ﻣﺪﻋﻴﺔً ﺃﻧﻬﺎ ﻟﻴﺴﺖ ﻭﺣﻴﺪﺓً ﺭﻏﻢ ﻛﻞ ﺷﻲﺀ، ﻟﻢ ﻳﺴﻌﻪ ﺇﻻ ﺃﻥ ﻳﺸﻌﺮ ﺑﺎﻟﺸﻔﻘﺔ.
,"And actually, this wasn't limited to him alone. Maria had become very famous in this shopping district...","And actually, this wasn't limited to him alone. Maria had become quite famous in this shopping district... ","And actually, this wasn't limited to him alone.Maria had become very famous in this shopping district...",実はこれは、彼に限ったことではない。この商店街では、真里亞のことはとても有名になっていたのだ…。,[=JP],"И, в общем‐то, не он один. Мария стала знаменитостью в этом торговом районе.",E isto não era limitado apenas a ela. Maria havia se tornado bem famosa no distrito de compras...,其实，并不仅限于他。在这条商店街，真里亚都已经出名了…。,其實，並不僅限於他。在這條商店街，真里亞都已經出名了…。,"E in realtà, questo non valeva solo per lui. Maria era diventata molto famosa in questo quartiere di negozi...",Y no era solo él. María había ganado cierta fama en el lugar...,ﻓﻲ ﺍﻟﻮﺍﻗﻊ، ﻟﻢ ﻳﻜﻦ ﻫﻮ ﺍﻟﻮﺣﻴﺪ ﺍﻟﺬﻱ ﻳﺸﻌﺮ ﺑﺬﻟﻚ. ﻓﻘﺪ ﺑﺎﺗﺖ ﻣﺎﺭﻳﺎ ﻣﻌﺮﻭﻓﺔً ﺟﺪًﺍ ﻓﻲ ﻣﻨﻄﻘﺔ ﺍﻟﺘﺴﻮﻕ ﻫﺬﻩ...
,"""Maria‐chan, you should eat some oden every once in a while. You won't grow if you don't eat your eggs and fish paste.""","""Maria-chan, you should eat some oden every once in a while. If you don't eat your eggs and fish paste, you won't get big."" ","""Maria-chan, you should eat some oden every once in a while.  If you don't eat your eggs and fish paste, you won't get big.""",「真里亞ちゃん、たまにはおでんも食べなさい。卵とか練り物とか食べないと、大きくなれないよ。」,「真里亞ちゃん、たまにはおでんも食べなさい。卵とか練り物とか食べないと、大きくなれないよ」,"""Мария‐чан, тебе стоит время от времени есть оден. Если не будешь есть яйца и рыбную пасту, то не вырастешь большой.""","""Maria‐chan, você deveria comer oden de vez em quando. Você não vai crescer se não comer ovos e pasta de peixe.""",「小真里亚，有时也得吃吃关东煮啊。不吃鸡蛋啦鱼饼啦什么的，可是长不大的哦。」,「小真里亞，有時也得吃吃關東煮啊。不吃雞蛋啦魚餅啦什麼的，可是長不大的哦。」,"""Maria-chan, dovresti mangiare un po' di oden ogni tanto. Se non mangi le tue uova e il tuo paté di pesce, non diventerai grande.""","""María-chan, deberías comer oden de vez en cuando. Si no comes huevos y pasta de pescado, no crecerás.""","""ﻣﺎﺭﻳﺎ-ﺗﺸﺎﻥ، ﻋﻠﻴﻚ ﺗﻨﺎﻭﻝ ﺑﻌﺾ ﺍﻷﻭﺩﻳﻦ ﺃﻳﻀًﺎ. ﻟﻦ ﺗﻜﺒﺮﻱ ﺇﺫﺍ ﻟﻢ ﺗﺘﻨﺎﻭﻟﻲ ﺍﻟﺒﻴﺾ ﻭﺍﻟﺴﻤﻚ."""
Ushiromiya Maria,"""Uu? Can't get a cream roll...?""","""Uu-? Can't get a cream roll...?"" ","""Uu-?  Can't get a cream roll...?""",「うー？　クリームパンじゃ駄目…？」,[=JP],"""У‐у? А трубочку с кремом нельзя?""","""Uu? Não pode ser pão com creme...?""",「呜——？奶油面包不行…？」,「嗚——？奶油麵包不行…？」,"""Uu-? Non posso prendere un gelato...?""","""¿Uu? ¿No puedo llevar un rollo de crema?...""","""ﺃﻭﻭ? ﺃﻻ ﻳﻤﻜﻨﻨﻲ ﺗﻨﺎﻭﻝ ﺧﺒﺰ ﺍﻟﻜﺮﻳﻤﺔ...?"""
Sakutarou,‘Uryu. You need variety or you won't get big. How about oden for today?’,"‘Uryu. If you don't eat certain things, you won't get big. How about oden for today?’ ","『Uryu.  If you don't eat certain things, you won't get big.  How about oden for today?』",『うりゅ。いろいろ食べないと大きくなれないよ。今日はおでんにしよ？』,[=JP],"{p:0:『}Урю. Если не будешь есть определённые вещи, не вырастешь большой. Как насчёт одена на сегодня?{p:0:』}",‘Uryu. Você precisa de variedade ou não vai crescer. Que tal oden hoje?’,『呜溜。不去吃各种各样的食物，就长不大哦。今天就吃关东煮吧？』,『嗚溜。不去吃各種各樣的食物，就長不大哦。今天就吃關東煮吧？』,"{p:0:『}Uryu. Se non mangi certe cose, non diventerai grande. Cosa ne pensi dell'oden per oggi?{p:0:』}","‘Uryu. Si no comes ciertas cosas, no crecerás. ¿Qué tal si hoy tomamos oden?’",‘ﺃﻭﺭﻳﻮ. ﺇﺫﺍ ﻟﻢ ﻳﻜﻦ ﻃﻌﺎﻣﻚ ﻣﺘﻨﻮﻋًﺎ، ﻓﻠﻦ ﺗﻜﺒﺮﻱ. ﻣﺎ ﺭﺃﻳﻚ ﺑﺘﻨﺎﻭﻝ ﺍﻷﻭﺩﻳﻦ ﻟﻬﺬﺍ ﺍﻟﻴﻮﻡ؟’
Ushiromiya Maria,"""Uu. ......Okay, I'll have oden.""","""Uu-. ...Then I'll have some oden."" ","""Uu-.  ......Then Maria will have oden.""",「うー。……じゃあおでんにする。」,「うー。……じゃあおでんにする」,"""У‐у. Тогда Мария возьмёт оден.""","""Uu. ......Certo, vou ficar com um oden.""",「呜——。……那么，我买关东煮。」,「嗚——。……那麼，我買關東煮。」,"""Uu-. ... Allora Maria mangerà l'oden.""","""Uu... Entonces María llevará oden.""","""ﺃﻭﻭ. ......ﺣﺴﻨًﺎ، ﺳﺄﺗﻨﺎﻭﻝ ﺍﻷﻭﺩﻳﻦ."""
